,SK_ID_CURR
9582,169754
9583,169760
9584,169772
9585,169773
9586,169780
9587,169788
9588,169793
9589,169809
9590,169810
9591,169824
9592,169831
9593,169833
9594,169836
9595,169859
9596,169864
9597,169872
9598,169895
9599,169911
9600,169914
9601,169960
9602,169961
9603,169964
9604,169974
9605,169988
9606,169989
9607,169995
9608,170007
9609,170026
9610,170030
9611,170033
9612,170041
9613,170043
9614,170048
9615,170050
9616,170051
9617,170056
9618,170072
9619,170076
9620,170080
9621,170101
9622,170102
9623,170107
9624,170115
9625,170119
9626,170128
9627,170129
9628,170134
9629,170136
9630,170139
9631,170140
9632,170143
9633,170148
9634,170159
9635,170163
9636,170164
9637,170173
9638,170178
9639,170179
9640,170199
9641,170203
9642,170207
9643,170211
9644,170217
9645,170224
9646,170225
9647,170255
9648,170258
9649,170259
9650,170262
9651,170278
9652,170284
9653,170285
9654,170292
9655,170293
9656,170301
9657,170302
9658,170305
9659,170309
9660,170310
9661,170326
9662,170327
9663,170328
9664,170329
9665,170330
9666,170331
9667,170337
9668,170340
9669,170341
9670,170343
9671,170361
9672,170366
9673,170376
9674,170382
9675,170396
9676,170400
9677,170403
9678,170409
9679,170410
9680,170421
9681,170425
9682,170427
9683,170428
9684,170435
9685,170438
9686,170442
9687,170446
9688,170461
9689,170473
9690,170477
9691,170516
9692,170517
9693,170522
9694,170523
9695,170534
9696,170535
9697,170538
9698,170549
9699,170556
9700,170563
9701,170570
9702,170580
9703,170582
9704,170584
9705,170585
9706,170587
9707,170590
9708,170598
9709,170599
9710,170601
9711,170612
9712,170617
9713,170620
9714,170629
9715,170647
9716,170651
9717,170654
9718,170657
9719,170662
9720,170707
9721,170719
9722,170722
9723,170723
9724,170731
9725,170735
9726,170750
9727,170769
9728,170770
9729,170776
9730,170783
9731,170789
9732,170800
9733,170809
9734,170810
9735,170811
9736,170827
9737,170842
9738,170854
9739,170857
9740,170865
9741,170867
9742,170869
9743,170870
9744,170878
9745,170881
9746,170910
9747,170913
9748,170919
9749,170932
9750,170939
9751,170947
9752,170950
9753,170953
9754,170954
9755,170970
9756,170972
9757,170973
9758,170980
9759,170981
9760,170983
9761,170998
9762,171001
9763,171004
9764,171020
9765,171023
9766,171026
9767,171060
9768,171061
9769,171065
9770,171077
9771,171081
9772,171103
9773,171110
9774,171114
9775,171118
9776,171119
9777,171120
9778,171137
9779,171147
9780,171153
9781,171156
9782,171158
9783,171163
9784,171169
9785,171170
9786,171172
9787,171173
9788,171176
9789,171181
9790,171182
9791,171191
9792,171193
9793,171195
9794,171198
9795,171205
9796,171212
9797,171237
9798,171241
9799,171262
9800,171263
9801,171266
9802,171274
9803,171290
9804,171291
9805,171297
9806,171307
9807,171311
9808,171320
9809,171322
9810,171328
9811,171337
9812,171346
9813,171348
9814,171354
9815,171358
9816,171360
9817,171369
9818,171379
9819,171384
9820,171388
9821,171390
9822,171394
9823,171395
9824,171399
9825,171403
9826,171422
9827,171423
9828,171469
9829,171480
9830,171487
9831,171497
9832,171502
9833,171503
9834,171506
9835,171521
9836,171530
9837,171540
9838,171541
9839,171544
9840,171551
9841,171582
9842,171587
9843,171597
9844,171603
9845,171610
9846,171614
9847,171619
9848,171621
9849,171625
9850,171626
9851,171638
9852,171642
9853,171658
9854,171674
9855,171677
9856,171684
9857,171685
9858,171686
9859,171695
9860,171702
9861,171703
9862,171704
9863,171705
9864,171706
9865,171709
9866,171712
9867,171716
9868,171730
9869,171748
9870,171757
9871,171767
9872,171768
9873,171771
9874,171775
9875,171778
9876,171780
9877,171781
9878,171785
9879,171786
9880,171789
9881,171802
9882,171803
9883,171812
9884,171862
9885,171864
9886,171891
9887,171892
9888,171913
9889,171914
9890,171922
9891,171927
9892,171933
9893,171934
9894,171943
9895,171945
9896,171960
9897,171964
9898,171975
9899,171994
9900,171996
9901,171997
9902,172000
9903,172029
9904,172038
9905,172039
9906,172043
9907,172046
9908,172048
9909,172049
9910,172053
9911,172054
9912,172058
9913,172060
9914,172061
9915,172067
9916,172072
9917,172073
9918,172098
9919,172100
9920,172101
9921,172113
9922,172144
9923,172147
9924,172149
9925,172168
9926,172169
9927,172175
9928,172197
9929,172200
9930,172205
9931,172207
9932,172210
9933,172261
9934,172279
9935,172294
9936,172300
9937,172301
9938,172310
9939,172351
9940,172353
9941,172358
9942,172374
9943,172380
9944,172384
9945,172400
9946,172403
9947,172408
9948,172411
9949,172420
9950,172426
9951,172433
9952,172434
9953,172442
9954,172443
9955,172452
9956,172454
9957,172456
9958,172460
9959,172470
9960,172479
9961,172481
9962,172483
9963,172484
9964,172485
9965,172486
9966,172493
9967,172494
9968,172497
9969,172504
9970,172518
9971,172523
9972,172527
9973,172533
9974,172536
9975,172540
9976,172541
9977,172543
9978,172545
9979,172547
9980,172551
9981,172556
9982,172562
9983,172570
9984,172574
9985,172575
9986,172599
9987,172611
9988,172612
9989,172616
9990,172623
9991,172627
9992,172635
9993,172643
9994,172644
9995,172652
9996,172656
9997,172661
9998,172664
9999,172672
10000,172678
10001,172680
10002,172683
10003,172684
10004,172690
10005,172695
10006,172696
10007,172701
10008,172713
10009,172714
10010,172731
10011,172738
10012,172761
10013,172767
10014,172770
10015,172771
10016,172799
10017,172800
10018,172804
10019,172805
10020,172820
10021,172829
10022,172831
10023,172833
10024,172843
10025,172853
10026,172855
10027,172856
10028,172857
10029,172863
10030,172877
10031,172881
10032,172895
10033,172896
10034,172910
10035,172922
10036,172939
10037,172942
10038,172945
10039,172948
10040,172949
10041,172953
10042,172967
10043,172993
10044,172995
10045,172996
10046,172997
10047,172998
10048,172999
10049,173004
10050,173006
10051,173007
10052,173013
10053,173016
10054,173020
10055,173030
10056,173048
10057,173056
10058,173066
10059,173079
10060,173107
10061,173109
10062,173127
10063,173128
10064,173130
10065,173137
10066,173157
10067,173160
10068,173168
10069,173193
10070,173197
10071,173215
10072,173216
10073,173227
10074,173236
10075,173237
10076,173247
10077,173250
10078,173259
10079,173277
10080,173285
10081,173286
10082,173299
10083,173310
10084,173312
10085,173313
10086,173320
10087,173330
10088,173333
10089,173351
10090,173370
10091,173372
10092,173381
10093,173386
10094,173387
10095,173388
10096,173393
10097,173394
10098,173403
10099,173467
10100,173469
10101,173475
10102,173476
10103,173477
10104,173484
10105,173485
10106,173488
10107,173491
10108,173520
10109,173522
10110,173535
10111,173539
10112,173549
10113,173552
10114,173565
10115,173586
10116,173587
10117,173588
10118,173595
10119,173606
10120,173620
10121,173623
10122,173629
10123,173647
10124,173649
10125,173650
10126,173652
10127,173654
10128,173665
10129,173667
10130,173685
10131,173710
10132,173711
10133,173713
10134,173718
10135,173743
10136,173744
10137,173762
10138,173768
10139,173769
10140,173770
10141,173773
10142,173779
10143,173780
10144,173781
10145,173783
10146,173795
10147,173800
10148,173812
10149,173823
10150,173834
10151,173874
10152,173891
10153,173904
10154,173909
10155,173925
10156,173941
10157,173942
10158,173944
10159,173955
10160,173959
10161,174000
10162,174004
10163,174006
10164,174008
10165,174012
10166,174017
10167,174020
10168,174044
10169,174051
10170,174052
10171,174059
10172,174060
10173,174061
10174,174063
10175,174068
10176,174069
10177,174072
10178,174074
10179,174091
10180,174092
10181,174098
10182,174105
10183,174107
10184,174110
10185,174121
10186,174126
10187,174153
10188,174156
10189,174160
10190,174173
10191,174183
10192,174185
10193,174188
10194,174198
10195,174206
10196,174207
10197,174211
10198,174239
10199,174260
10200,174261
10201,174262
10202,174264
10203,174271
10204,174275
10205,174277
10206,174286
10207,174301
10208,174312
10209,174314
10210,174322
10211,174323
10212,174325
10213,174326
10214,174327
10215,174334
10216,174360
10217,174362
10218,174367
10219,174371
10220,174372
10221,174390
10222,174391
10223,174396
10224,174412
10225,174423
10226,174428
10227,174429
10228,174438
10229,174481
10230,174483
10231,174484
10232,174485
10233,174488
10234,174497
10235,174509
10236,174513
10237,174514
10238,174520
10239,174526
10240,174532
10241,174536
10242,174537
10243,174538
10244,174539
10245,174540
10246,174549
10247,174551
10248,174563
10249,174574
10250,174575
10251,174586
10252,174590
10253,174606
10254,174607
10255,174609
10256,174610
10257,174630
10258,174631
10259,174661
10260,174665
10261,174666
10262,174677
10263,174690
10264,174700
10265,174702
10266,174703
10267,174713
10268,174721
10269,174726
10270,174729
10271,174741
10272,174742
10273,174754
10274,174757
10275,174782
10276,174795
10277,174805
10278,174806
10279,174809
10280,174810
10281,174829
10282,174830
10283,174832
10284,174836
10285,174839
10286,174843
10287,174854
10288,174861
10289,174863
10290,174867
10291,174871
10292,174887
10293,174890
10294,174897
10295,174901
10296,174903
10297,174912
10298,174913
10299,174920
10300,174922
10301,174924
10302,174925
10303,174928
10304,174938
10305,174939
10306,174943
10307,174950
10308,174954
10309,174955
10310,174957
10311,174965
10312,174966
10313,174967
10314,174977
10315,174983
10316,174986
10317,174987
10318,175012
10319,175015
10320,175025
10321,175027
10322,175029
10323,175056
10324,175075
10325,175081
10326,175097
10327,175128
10328,175129
10329,175138
10330,175169
10331,175183
10332,175211
10333,175212
10334,175215
10335,175223
10336,175225
10337,175233
10338,175250
10339,175253
10340,175257
10341,175260
10342,175261
10343,175264
10344,175284
10345,175288
10346,175295
10347,175309
10348,175310
10349,175313
10350,175334
10351,175337
10352,175346
10353,175347
10354,175349
10355,175350
10356,175351
10357,175367
10358,175369
10359,175371
10360,175372
10361,175392
10362,175400
10363,175402
10364,175403
10365,175407
10366,175408
10367,175414
10368,175431
10369,175435
10370,175442
10371,175454
10372,175456
10373,175457
10374,175464
10375,175465
10376,175477
10377,175488
10378,175495
10379,175499
10380,175500
10381,175515
10382,175519
10383,175520
10384,175531
10385,175534
10386,175543
10387,175566
10388,175568
10389,175573
10390,175574
10391,175576
10392,175591
10393,175593
10394,175605
10395,175609
10396,175617
10397,175624
10398,175629
10399,175633
10400,175645
10401,175649
10402,175650
10403,175653
10404,175659
10405,175660
10406,175661
10407,175664
10408,175665
10409,175677
10410,175682
10411,175684
10412,175687
10413,175690
10414,175706
10415,175722
10416,175724
10417,175730
10418,175731
10419,175737
10420,175743
10421,175745
10422,175758
10423,175768
10424,175769
10425,175773
10426,175775
10427,175794
10428,175798
10429,175809
10430,175818
10431,175830
10432,175835
10433,175840
10434,175864
10435,175875
10436,175890
10437,175892
10438,175914
10439,175930
10440,175935
10441,175955
10442,175959
10443,175960
10444,175964
10445,175968
10446,175986
10447,175987
10448,175997
10449,175998
10450,176003
10451,176004
10452,176021
10453,176034
10454,176035
10455,176043
10456,176045
10457,176051
10458,176052
10459,176059
10460,176067
10461,176073
10462,176076
10463,176077
10464,176085
10465,176088
10466,176095
10467,176118
10468,176129
10469,176177
10470,176183
10471,176206
10472,176218
10473,176240
10474,176253
10475,176260
10476,176275
10477,176285
10478,176288
10479,176289
10480,176290
10481,176297
10482,176300
10483,176301
10484,176319
10485,176322
10486,176337
10487,176346
10488,176347
10489,176352
10490,176358
10491,176359
10492,176365
10493,176371
10494,176403
10495,176419
10496,176428
10497,176429
10498,176430
10499,176432
10500,176437
10501,176440
10502,176441
10503,176450
10504,176454
10505,176459
10506,176460
10507,176467
10508,176472
10509,176482
10510,176483
10511,176486
10512,176487
10513,176494
10514,176497
10515,176500
10516,176509
10517,176511
10518,176512
10519,176522
10520,176525
10521,176526
10522,176537
10523,176538
10524,176572
10525,176573
10526,176574
10527,176579
10528,176580
10529,176592
10530,176601
10531,176603
10532,176605
10533,176606
10534,176615
10535,176620
10536,176634
10537,176635
10538,176638
10539,176639
10540,176641
10541,176661
10542,176668
10543,176669
10544,176683
10545,176688
10546,176700
10547,176702
10548,176705
10549,176709
10550,176710
10551,176720
10552,176726
10553,176731
10554,176732
10555,176733
10556,176734
10557,176736
10558,176741
10559,176756
10560,176785
10561,176790
10562,176793
10563,176820
10564,176827
10565,176828
10566,176839
10567,176848
10568,176850
10569,176853
10570,176866
10571,176867
10572,176875
10573,176883
10574,176888
10575,176890
10576,176898
10577,176917
10578,176925
10579,176929
10580,176934
10581,176938
10582,176953
10583,176957
10584,176970
10585,176997
10586,177029
10587,177030
10588,177031
10589,177032
10590,177047
10591,177048
10592,177051
10593,177055
10594,177060
10595,177064
10596,177065
10597,177069
10598,177076
10599,177085
10600,177087
10601,177105
10602,177126
10603,177133
10604,177141
10605,177146
10606,177156
10607,177179
10608,177187
10609,177192
10610,177203
10611,177228
10612,177229
10613,177249
10614,177250
10615,177253
10616,177260
10617,177262
10618,177270
10619,177275
10620,177284
10621,177285
10622,177314
10623,177319
10624,177325
10625,177327
10626,177339
10627,177344
10628,177378
10629,177384
10630,177385
10631,177386
10632,177387
10633,177405
10634,177423
10635,177424
10636,177425
10637,177430
10638,177435
10639,177447
10640,177448
10641,177449
10642,177451
10643,177460
10644,177479
10645,177489
10646,177504
10647,177505
10648,177511
10649,177524
10650,177526
10651,177535
10652,177558
10653,177562
10654,177569
10655,177579
10656,177580
10657,177583
10658,177584
10659,177585
10660,177605
10661,177606
10662,177618
10663,177639
10664,177649
10665,177656
10666,177657
10667,177661
10668,177665
10669,177669
10670,177680
10671,177688
10672,177689
10673,177694
10674,177696
10675,177700
10676,177705
10677,177710
10678,177720
10679,177728
10680,177729
10681,177731
10682,177733
10683,177749
10684,177751
10685,177767
10686,177776
10687,177780
10688,177783
10689,177785
10690,177791
10691,177797
10692,177798
10693,177799
10694,177802
10695,177803
10696,177805
10697,177820
10698,177824
10699,177825
10700,177829
10701,177839
10702,177861
10703,177865
10704,177867
10705,177875
10706,177876
10707,177878
10708,177883
10709,177886
10710,177891
10711,177892
10712,177902
10713,177904
10714,177931
10715,177939
10716,177944
10717,177946
10718,177959
10719,177977
10720,177992
10721,177993
10722,178005
10723,178008
10724,178009
10725,178012
10726,178015
10727,178018
10728,178037
10729,178050
10730,178058
10731,178060
10732,178064
10733,178074
10734,178077
10735,178094
10736,178095
10737,178096
10738,178107
10739,178117
10740,178146
10741,178154
10742,178160
10743,178164
10744,178172
10745,178174
10746,178182
10747,178184
10748,178196
10749,178223
10750,178225
10751,178226
10752,178240
10753,178242
10754,178250
10755,178268
10756,178282
10757,178285
10758,178288
10759,178290
10760,178295
10761,178312
10762,178342
10763,178343
10764,178344
10765,178346
10766,178353
10767,178356
10768,178358
10769,178359
10770,178362
10771,178380
10772,178387
10773,178391
10774,178395
10775,178408
10776,178415
10777,178421
10778,178424
10779,178428
10780,178432
10781,178433
10782,178436
10783,178442
10784,178453
10785,178459
10786,178467
10787,178472
10788,178491
10789,178499
10790,178504
10791,178506
10792,178509
10793,178517
10794,178525
10795,178530
10796,178531
10797,178537
10798,178553
10799,178557
10800,178565
10801,178566
10802,178579
10803,178586
10804,178589
10805,178592
10806,178610
10807,178620
10808,178621
10809,178622
10810,178643
10811,178665
10812,178671
10813,178675
10814,178692
10815,178722
10816,178723
10817,178726
10818,178731
10819,178737
10820,178739
10821,178745
10822,178766
10823,178771
10824,178775
10825,178785
10826,178789
10827,178790
10828,178792
10829,178804
10830,178817
10831,178821
10832,178825
10833,178830
10834,178831
10835,178832
10836,178847
10837,178853
10838,178856
10839,178867
10840,178868
10841,178881
10842,178887
10843,178908
10844,178909
10845,178942
10846,178943
10847,178946
10848,178947
10849,178950
10850,178958
10851,178976
10852,178986
10853,178989
10854,178995
10855,178996
10856,179006
10857,179025
10858,179034
10859,179038
10860,179043
10861,179050
10862,179051
10863,179076
10864,179077
10865,179091
10866,179092
10867,179111
10868,179128
10869,179132
10870,179137
10871,179138
10872,179146
10873,179148
10874,179149
10875,179150
10876,179155
10877,179164
10878,179177
10879,179178
10880,179182
10881,179184
10882,179186
10883,179191
10884,179194
10885,179201
10886,179210
10887,179211
10888,179212
10889,179216
10890,179229
10891,179235
10892,179236
10893,179241
10894,179244
10895,179249
10896,179256
10897,179260
10898,179262
10899,179264
10900,179268
10901,179272
10902,179280
10903,179287
10904,179288
10905,179290
10906,179295
10907,179298
10908,179306
10909,179307
10910,179310
10911,179314
10912,179317
10913,179319
10914,179327
10915,179336
10916,179342
10917,179344
10918,179347
10919,179357
10920,179368
10921,179413
10922,179425
10923,179435
10924,179447
10925,179449
10926,179458
10927,179460
10928,179475
10929,179486
10930,179493
10931,179499
10932,179501
10933,179508
10934,179511
10935,179513
10936,179519
10937,179537
10938,179550
10939,179559
10940,179560
10941,179578
10942,179583
10943,179590
10944,179597
10945,179599
10946,179602
10947,179609
10948,179621
10949,179624
10950,179625
10951,179630
10952,179640
10953,179641
10954,179644
10955,179649
10956,179650
10957,179652
10958,179653
10959,179660
10960,179662
10961,179673
10962,179678
10963,179679
10964,179686
10965,179721
10966,179733
10967,179736
10968,179737
10969,179748
10970,179750
10971,179751
10972,179752
10973,179753
10974,179765
10975,179768
10976,179798
10977,179827
10978,179837
10979,179838
10980,179851
10981,179868
10982,179875
10983,179876
10984,179882
10985,179883
10986,179894
10987,179905
10988,179907
10989,179919
10990,179926
10991,179936
10992,179941
10993,179945
10994,179951
10995,179960
10996,179967
10997,179980
10998,179985
10999,179997
11000,180001
11001,180007
11002,180011
11003,180017
11004,180027
11005,180033
11006,180036
11007,180037
11008,180041
11009,180042
11010,180050
11011,180059
11012,180066
11013,180067
11014,180085
11015,180092
11016,180099
11017,180101
11018,180115
11019,180122
11020,180126
11021,180127
11022,180140
11023,180141
11024,180158
11025,180163
11026,180178
11027,180189
11028,180198
11029,180201
11030,180202
11031,180209
11032,180239
11033,180244
11034,180270
11035,180271
11036,180286
11037,180287
11038,180291
11039,180293
11040,180296
11041,180297
11042,180305
11043,180318
11044,180319
11045,180322
11046,180323
11047,180331
11048,180365
11049,180368
11050,180369
11051,180382
11052,180387
11053,180388
11054,180389
11055,180398
11056,180399
11057,180402
11058,180406
11059,180407
11060,180408
11061,180413
11062,180416
11063,180420
11064,180429
11065,180430
11066,180431
11067,180438
11068,180441
11069,180448
11070,180453
11071,180478
11072,180480
11073,180510
11074,180524
11075,180534
11076,180537
11077,180545
11078,180550
11079,180559
11080,180583
11081,180587
11082,180594
11083,180597
11084,180598
11085,180599
11086,180601
11087,180624
11088,180625
11089,180634
11090,180647
11091,180652
11092,180656
11093,180664
11094,180666
11095,180674
11096,180679
11097,180685
11098,180692
11099,180698
11100,180699
11101,180700
11102,180702
11103,180710
11104,180736
11105,180739
11106,180741
11107,180743
11108,180747
11109,180754
11110,180755
11111,180756
11112,180768
11113,180773
11114,180775
11115,180784
11116,180787
11117,180795
11118,180796
11119,180799
11120,180811
11121,180813
11122,180827
11123,180828
11124,180833
11125,180834
11126,180847
11127,180852
11128,180853
11129,180854
11130,180855
11131,180856
11132,180858
11133,180859
11134,180867
11135,180868
11136,180872
11137,180873
11138,180874
11139,180875
11140,180878
11141,180888
11142,180889
11143,180891
11144,180902
11145,180907
11146,180913
11147,180916
11148,180954
11149,180962
11150,180963
11151,180967
11152,180971
11153,180975
11154,180985
11155,180991
11156,181009
11157,181012
11158,181015
11159,181034
11160,181064
11161,181071
11162,181083
11163,181084
11164,181085
11165,181088
11166,181098
11167,181110
11168,181111
11169,181112
11170,181114
11171,181117
11172,181157
11173,181160
11174,181161
11175,181165
11176,181179
11177,181186
11178,181196
11179,181197
11180,181204
11181,181213
11182,181214
11183,181221
11184,181224
11185,181226
11186,181236
11187,181256
11188,181257
11189,181279
11190,181282
11191,181285
11192,181288
11193,181289
11194,181290
11195,181298
11196,181299
11197,181307
11198,181312
11199,181318
11200,181322
11201,181338
11202,181340
11203,181342
11204,181344
11205,181350
11206,181373
11207,181374
11208,181375
11209,181379
11210,181381
11211,181385
11212,181388
11213,181392
11214,181393
11215,181425
11216,181465
11217,181481
11218,181484
11219,181494
11220,181501
11221,181507
11222,181521
11223,181524
11224,181538
11225,181540
11226,181547
11227,181551
11228,181555
11229,181561
11230,181564
11231,181567
11232,181599
11233,181602
11234,181612
11235,181613
11236,181615
11237,181621
11238,181622
11239,181629
11240,181630
11241,181633
11242,181635
11243,181641
11244,181643
11245,181644
11246,181649
11247,181659
11248,181660
11249,181665
11250,181666
11251,181672
11252,181682
11253,181693
11254,181697
11255,181703
11256,181704
11257,181720
11258,181722
11259,181732
11260,181733
11261,181736
11262,181737
11263,181747
11264,181758
11265,181764
11266,181770
11267,181774
11268,181783
11269,181788
11270,181789
11271,181804
11272,181809
11273,181821
11274,181836
11275,181863
11276,181867
11277,181868
11278,181871
11279,181904
11280,181931
11281,181932
11282,181941
11283,181944
11284,181958
11285,181971
11286,181986
11287,182002
11288,182007
11289,182012
11290,182022
11291,182031
11292,182050
11293,182053
11294,182071
11295,182072
11296,182073
11297,182102
11298,182106
11299,182116
11300,182117
11301,182118
11302,182124
11303,182125
11304,182145
11305,182150
11306,182154
11307,182167
11308,182179
11309,182181
11310,182183
11311,182218
11312,182225
11313,182226
11314,182266
11315,182272
11316,182275
11317,182295
11318,182305
11319,182312
11320,182313
11321,182327
11322,182337
11323,182340
11324,182341
11325,182342
11326,182345
11327,182353
11328,182355
11329,182371
11330,182376
11331,182381
11332,182382
11333,182384
11334,182387
11335,182412
11336,182419
11337,182432
11338,182438
11339,182448
11340,182450
11341,182465
11342,182468
11343,182474
11344,182483
11345,182484
11346,182485
11347,182486
11348,182489
11349,182500
11350,182501
11351,182504
11352,182514
11353,182524
11354,182525
11355,182533
11356,182536
11357,182539
11358,182550
11359,182553
11360,182568
11361,182571
11362,182573
11363,182580
11364,182615
11365,182618
11366,182624
11367,182644
11368,182686
11369,182687
11370,182695
11371,182718
11372,182726
11373,182735
11374,182742
11375,182747
11376,182748
11377,182752
11378,182761
11379,182800
11380,182802
11381,182807
11382,182816
11383,182818
11384,182826
11385,182836
11386,182840
11387,182841
11388,182846
11389,182862
11390,182864
11391,182871
11392,182878
11393,182880
11394,182885
11395,182893
11396,182894
11397,182895
11398,182901
11399,182907
11400,182921
11401,182952
11402,182964
11403,182966
11404,182980
11405,182985
11406,182989
11407,182994
11408,183035
11409,183037
11410,183042
11411,183049
11412,183050
11413,183051
11414,183062
11415,183063
11416,183064
11417,183076
11418,183078
11419,183086
11420,183089
11421,183091
11422,183097
11423,183104
11424,183118
11425,183119
11426,183134
11427,183142
11428,183157
11429,183162
11430,183180
11431,183193
11432,183213
11433,183216
11434,183223
11435,183226
11436,183264
11437,183273
11438,183278
11439,183282
11440,183283
11441,183286
11442,183288
11443,183299
11444,183310
11445,183315
11446,183332
11447,183336
11448,183341
11449,183342
11450,183345
11451,183347
11452,183360
11453,183362
11454,183370
11455,183379
11456,183386
11457,183410
11458,183417
11459,183419
11460,183421
11461,183425
11462,183427
11463,183433
11464,183434
11465,183438
11466,183439
11467,183440
11468,183450
11469,183451
11470,183453
11471,183454
11472,183455
11473,183457
11474,183463
11475,183475
11476,183478
11477,183480
11478,183490
11479,183494
11480,183503
11481,183512
11482,183517
11483,183530
11484,183532
11485,183533
11486,183536
11487,183545
11488,183549
11489,183550
11490,183551
11491,183555
11492,183560
11493,183585
11494,183591
11495,183592
11496,183603
11497,183610
11498,183628
11499,183644
11500,183646
11501,183649
11502,183656
11503,183658
11504,183688
11505,183690
11506,183691
11507,183697
11508,183709
11509,183711
11510,183714
11511,183725
11512,183736
11513,183742
11514,183772
11515,183776
11516,183787
11517,183792
11518,183793
11519,183799
11520,183816
11521,183818
11522,183832
11523,183836
11524,183839
11525,183840
11526,183855
11527,183857
11528,183863
11529,183866
11530,183876
11531,183878
11532,183897
11533,183902
11534,183915
11535,183925
11536,183936
11537,183939
11538,183951
11539,183956
11540,183957
11541,183974
11542,183982
11543,183994
11544,184008
11545,184013
11546,184016
11547,184019
11548,184024
11549,184025
11550,184038
11551,184045
11552,184056
11553,184060
11554,184071
11555,184073
11556,184074
11557,184077
11558,184105
11559,184106
11560,184133
11561,184154
11562,184163
11563,184165
11564,184193
11565,184194
11566,184195
11567,184202
11568,184226
11569,184230
11570,184231
11571,184234
11572,184248
11573,184257
11574,184268
11575,184282
11576,184291
11577,184294
11578,184295
11579,184304
11580,184309
11581,184318
11582,184325
11583,184329
11584,184330
11585,184333
11586,184337
11587,184338
11588,184340
11589,184341
11590,184347
11591,184354
11592,184355
11593,184372
11594,184384
11595,184385
11596,184386
11597,184389
11598,184401
11599,184405
11600,184431
11601,184450
11602,184453
11603,184470
11604,184471
11605,184486
11606,184488
11607,184489
11608,184497
11609,184508
11610,184509
11611,184516
11612,184525
11613,184526
11614,184531
11615,184557
11616,184576
11617,184589
11618,184605
11619,184613
11620,184630
11621,184635
11622,184636
11623,184643
11624,184645
11625,184653
11626,184655
11627,184656
11628,184660
11629,184716
11630,184736
11631,184758
11632,184767
11633,184770
11634,184773
11635,184776
11636,184792
11637,184812
11638,184820
11639,184829
11640,184831
11641,184832
11642,184834
11643,184847
11644,184848
11645,184858
11646,184866
11647,184869
11648,184870
11649,184873
11650,184874
11651,184876
11652,184879
11653,184880
11654,184885
11655,184896
11656,184916
11657,184918
11658,184919
11659,184921
11660,184936
11661,184944
11662,184956
11663,184963
11664,184964
11665,184965
11666,184972
11667,184977
11668,184982
11669,184988
11670,184992
11671,184994
11672,184998
11673,185017
11674,185024
11675,185032
11676,185037
11677,185040
11678,185043
11679,185048
11680,185059
11681,185076
11682,185083
11683,185090
11684,185099
11685,185101
11686,185106
11687,185121
11688,185125
11689,185126
11690,185127
11691,185153
11692,185167
11693,185171
11694,185178
11695,185180
11696,185181
11697,185183
11698,185186
11699,185187
11700,185188
11701,185189
11702,185194
11703,185207
11704,185209
11705,185210
11706,185212
11707,185220
11708,185221
11709,185230
11710,185231
11711,185245
11712,185249
11713,185262
11714,185285
11715,185286
11716,185288
11717,185296
11718,185298
11719,185299
11720,185308
11721,185311
11722,185313
11723,185314
11724,185332
11725,185337
11726,185338
11727,185339
11728,185341
11729,185342
11730,185344
11731,185349
11732,185362
11733,185363
11734,185394
11735,185410
11736,185418
11737,185423
11738,185428
11739,185442
11740,185447
11741,185450
11742,185454
11743,185475
11744,185481
11745,185483
11746,185485
11747,185496
11748,185504
11749,185505
11750,185512
11751,185515
11752,185534
11753,185536
11754,185538
11755,185552
11756,185569
11757,185576
11758,185578
11759,185581
11760,185584
11761,185585
11762,185586
11763,185592
11764,185604
11765,185606
11766,185607
11767,185618
11768,185622
11769,185628
11770,185629
11771,185634
11772,185637
11773,185638
11774,185640
11775,185641
11776,185645
11777,185646
11778,185647
11779,185662
11780,185669
11781,185675
11782,185687
11783,185688
11784,185689
11785,185690
11786,185697
11787,185710
11788,185733
11789,185740
11790,185806
11791,185812
11792,185824
11793,185825
11794,185826
11795,185827
11796,185828
11797,185837
11798,185859
11799,185861
11800,185872
11801,185874
11802,185891
11803,185893
11804,185897
11805,185900
11806,185910
11807,185919
11808,185932
11809,185937
11810,185939
11811,185965
11812,185968
11813,185971
11814,185978
11815,185980
11816,185981
11817,185982
11818,185991
11819,185997
11820,185998
11821,186014
11822,186021
11823,186025
11824,186034
11825,186054
11826,186061
11827,186065
11828,186066
11829,186070
11830,186080
11831,186085
11832,186094
11833,186110
11834,186113
11835,186116
11836,186127
11837,186129
11838,186135
11839,186139
11840,186151
11841,186153
11842,186156
11843,186158
11844,186159
11845,186166
11846,186168
11847,186169
11848,186170
11849,186179
11850,186188
11851,186210
11852,186227
11853,186229
11854,186230
11855,186249
11856,186254
11857,186264
11858,186265
11859,186273
11860,186276
11861,186289
11862,186296
11863,186308
11864,186309
11865,186310
11866,186316
11867,186321
11868,186333
11869,186346
11870,186391
11871,186398
11872,186407
11873,186411
11874,186415
11875,186426
11876,186448
11877,186453
11878,186456
11879,186460
11880,186461
11881,186473
11882,186489
11883,186490
11884,186491
11885,186492
11886,186493
11887,186503
11888,186505
11889,186506
11890,186508
11891,186524
11892,186526
11893,186536
11894,186539
11895,186543
11896,186558
11897,186568
11898,186573
11899,186587
11900,186599
11901,186609
11902,186610
11903,186612
11904,186632
11905,186634
11906,186649
11907,186652
11908,186660
11909,186668
11910,186674
11911,186675
11912,186679
